GLOBAL,CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR
,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,52.14,87.91,71.18,,75.17,,2.7,3.43,306.73,,1.44,712,0.8,1,376,68.92,2,2153.82,712,2,471.34,1,48.46,,1.41,7.52,2.34,,1.4,1.39,471.34,1234.98,4077,471.34,1.22,79.23,,,471.34,506.43,6.95,2198.09,353.5,455.34,,555.47,,5.16,1,712,19.35,,,5.28,177721,2.7,35.46,1,5.5,1,471.34,15375,11.11,,1.76,712,712,471.34,26.54,1.67,712,1.21,,712,2.7,7.77,5160.96,5160.96,205.25,39.82,,18.9,,187.91,120.58,48.46,10950,,1172,712,3.8,712,62.280697033,90.75,709,120.79,77.71,1.44,0.28,39.42,,0.5,1507.5,9.31,1,,,2.41,717,,1860.36,140.6,3.46,12.8,471.34,712,1,261.5,31.76,13.54,1,,1267.51,0.7117,,8.1,25.5,,9.31,,77.65,0.7119,,1.73,19.85,471.34,128.27,,7,0.3845,79.1,1,,1,2.68,4945,3.14,47.49,2.96,712,3.64,,,2.83,26.33,548.65,2.7,2.7,2.7,2.6441762801,,,3.75,471.34,66.721500801,16.57,3042.24,1.53,0.7119069132,0.8041456685,7.5298730245,14406,8248,679,113.14,,2.7449999996,9.31,6585,1.0820913509,46.578353659,3.45,34.9,,1,471.34,,2,6.3,1.31,1.53,2.811731149,,,1949.18,7.7,3.6725001376,0.69,,1,24.35,1388,112.62,,,200.08,4832.26,6715424238.8,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,5.817944,4.358333,,,,,,,4.398334,,,,,,,,,,,,,,,,3.603667,,,,,7.073333,,,,,,,,,,,4.633333,,,4.281425,,,,,,,,,,,,4.29,4.234167,,,,3.984167,,,4.8025,,,,,,,,,,8.238334,11.06824,,,,,4.55,5.923333,4.681067,,1.467333,,,,,,,,,,,,,,,,,,,,,,,,,,8.089167,,,,,,,,,,,,4.22675,,6.080458,,,,,4.458333,,,,,,,,,,6.071667,4.519855,,,,,7.523334,,,,,,,,,,,,,,4.723333,4.606667,,,9.1,4.363167,,,,,3.8875,2.896833,,,,,,,,,,,,,,,,,,4.59,,3.666667,,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,3.21665589679724,,,,,44.4065681544947,,,18.1584432409562,65.4587523528273,,36.7078005115838,14.7471403939092,,92.7269946918135,10.6566343685377,87.5500946031565,,,,60.4445935053708,,,,56.6360167302597,,,12.3515228325799,,,,,44.9496637807484,,,,,4.29451336967277,17.0420161235983,54.8412168903847,,,,39.402829244292,,,,143.777027277458,26.5760529835505,,,32.619770996006,,,18.2854380877054,25.3002726401886,76.8120603015075,40.644393635388,,,5.71712001269766,,,35.9922650564769,72.7815348540549,,,27.0177714509452,43.1401083353545,47.9691399513544,,126.724019736152,,20.0539423364535,,,,,,26.8394973070018,,68.2052875966583,71662,39.2527343546334,29.2075464324446,,,27.7192326307916,,106.091247782005,,183.77807539011,,,46.3329478998,,,,,,,,,,,,,,,,41.3597671502631,,,,,,45.5060708861907,24.4544260964149,,,,,,49.1,,,,,,58.2,,20375,71.5070312789913,,68776,,13.7611926448222,,,,,45.207033957034,,15.8823023609327,22.7728678398192,56.8608863281518,47.0040361720776,71.1765526630937,,,,29.91,6.65951959143981,,,,,,,,,,,,,98.0758144341111,,,,,26.9167783236564,32.9282812525838,151.260410061298,,,,35.4424826276315,22.4741476522949,,,28.7755842969107,,,,,,,43342,43.6971470810132,,,,,,,52052,,74.0910609583196,39.7321328929507,,,,,,26793,88373,,,,,,,,,,,
,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,49.962151104,90.427893831,69.2924,,76.70614275,,2.7,3.0956488492,342.07911621,,1.1950725,0.7306375,0.8581238082,1,376,68.874875,2,2146.0783333,0.7306375,2,479.26678259,1,41.348533333,,1.4290027416,6.1388192054,1.9470583333,,1.5071016667,1.42905,479.26678259,1081.8696825,4056.1666667,479.26678259,1.0740991667,80.567397125,,,479.26678259,522.46416667,7.6075325,2078.2918367,359.4502696,479.26678259,,516.61713486,,5.3645356667,1,0.7280777892,20.293666667,,,5.4437008333,177721,2.7,33.262791547,1,5645,1,479.26678259,15375,11.433852996,,1.61041749,0.7306375,0.7306375,479.26678259,24.875133333,1.6704916667,0.7306375,0.9354966475,,0.7306375,2.7,7.6733041667,4648.7096774,479.26678259,202.34666667,36.861416667,,18.8951,,183.62583333,64.0875,41.348533333,9143.3583333,,1254.5672186,0.7306375,4.1080829491,0.7306375,68.5925,117.75352917,0.7089997667,122.55416667,67.317638124,1.1950725,0.2842139583,37.316256806,,0.5137916667,1507.5,7.045365,1,,,2.523725,712,,1873.8766667,139.95728662,3.4375706981,12.8,479.26678259,0.726007454,1,263.46666667,31.31365625,10.928191667,1,,1170965,0.7306375,,8.1923333333,25.84034145,,7.045365,,66.4150275,0.7306375,,1.3606724681,18.44850616,479.26678259,125.80810833,,5.8616666667,0.3845,61.22,1,,1,2.9653458333,5032.7166667,3.1280453709,46.148391178,2.76795,0.7306375,3.64,,,2.43825,25.580844123,546955,2.7,2.7,2.7,2.6165724725,,,3.75,479.26678259,58.4535,6.7010583333,2985.1858333,1.5071016667,0.8197016973,0.7306375,7652,14406,7.045365,0.7306375,110.62638833,,2745,7.045365,6.75877,1.2003658333,50.238333333,4.5420810695,34.518180592,,1,479.26502386,,1.970933657,6.3280333333,1.2813583333,1.3029298143,2.084989495,,,1723.4942127,5.0500003503,3.6724998304,0.4997740993,,1,23.471025,1260.8333333,102.43750001,,,199.54,3844.81,9675.7805833,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,5.994521,4.2975,,,,,,,4.333333,,,,,,,,,,,,,,,,4.269834,,,,,6.0875,,,,,,,,,,,4.3025,,,4.286608,,,,,,,,,,,,4.293334,4.304167,,,,4.216667,,,4.5,,,,,,,,,,6.744167,9.419559,,,,,4.328333,5.554167,4.487258,,1.6655,,,,,,,,,,,,,,,,,,,,,,,,,,7595,,,,,,,,,,,,4.288167,,6.263525,,,,,4.774167,,,,,,,,,,5.484334,4.424141,,,,,6.7175,,,,,,,,,,,,,,4.490833,4.529167,,,7985,4.306417,,,,,4.1675,2.92675,,,,,,,,,,,,,,,,,,5.011667,,4.629167,,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,4.28627878751778,,,,,55.1334710082529,,,20.1069170835139,60.4186313134717,,34.134830715127,19.2266294253999,,91.6194137334272,8.9092608163614,82.4724323203333,,,,62.7953838221467,,,,57.3869977664037,,,19.2160862582661,,,,,40.1483012757022,,,,,4.31711547238704,18.0391556861868,49.1725592645776,,,,46.2594041963879,,,,159.315167561573,25.0631600979788,,,24.7302485040678,,,18.6051334602059,30.4865506329114,85.7885338345865,41.023332620406,,,4.91015546133656,,,37.231273980982,67.102518615101,,,22.6871259636007,40.7592340951204,38.8328893033169,,125.281950452401,,21.6355739472899,,,,,,25,,61.3407231085544,29259,40.8009833925186,33.3361107253622,,,19.793835078603,,103.46720356538,,167.623744342861,,,40.8889060405607,,,,,,,,,,,,,,,,41.5423646793313,,,,,,51.8514429833686,19.9585640207802,,,,,,53.6,,,,,,45.5,,17.43,80.6221728448089,,81197,,11.6810646907389,,,,,53.7357877075656,,17.2004086205895,27.413664364383,55.8415673297484,44.8783512225925,69.1829149774121,,,,21325,10.7803505789035,,,,,,,,,,,,,93.0381145423473,,,,,28.5341330305289,29.1782318353234,136.236168939595,,,,38.1216192707726,23.2171232929291,,,24.1555672641173,,,,,,,45925,46.3885399725797,,,,,,,43.94,,63.9854876346549,52.6655646593296,,,,,,25775,69788,,,,,,,,,,,
,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,49.925330833,98.103377091,72.646616667,,80.368072056,,2.7,3.0543133333,416.04036972,,1.3279734405,0.7971408333,0.893445,1,376,68.933233333,2,2144.5641667,0.7971408333,2,522.89010961,1,45.307008333,,1.5590719561,5.8365711929,2.1753266667,,1.5889333333,1.5592666667,522.89010961,1028.683553,4103.25,522.89010961,1.1343633333,87.900719692,,,522.89010961,530275,7.9734383333,2361.1394075,392.16778149,522.89010961,,511.30181794,,5.83779325,1,0.7841044484,22.595583333,,,5.9467783333,177721,2.7,33.36485,1,5.7331666667,1,522.89010961,15375,12.465483758,,1.7312540328,0.7971408333,0.7971408333,522.89010961,28.065858333,1.7804333333,0.7971408333,0.9169447538,,0.7971408333,2.7,7.6026308333,4971.5,522.89010961,200.18833333,40.408516667,,18.895208333,,210.39,70195,45.307008333,9159.3166667,,1467.4166667,0.7971408333,4.4558083333,0.7971408333,65.74385754,116.29931167,709,126.08943056,72.100835018,1.3279734405,0.290176225,40.152899945,,0.5604083333,1507.5,6.7715491667,1,,,2.752225,0.7971408333,,2142.3016667,136.01354167,3.6681769583,12.8,522.89010961,0.7940691488,1,273805,31.708066667,10.899241667,1,,1165.3733333,0.7971408333,,8.7955833333,25.400779167,,6.7715491667,,72.755605833,0.7971408333,,1.5420557567,17.569998432,522.89010961,128.65166667,,6.4133333333,0.3845,60.271335,1,,1,3.0567347873,5635.4625,3.2740325027,51.3142725,3.1031583333,0.7971408333,3.64,,,2.8089833333,27.190958333,551.71033333,2.7,2.7,2.7,2.7792940447,,,3.75,522.89010961,67.1458,5.5196916667,2961.9091667,1.5889333333,0.9857681073,0.7971467945,7.6094583333,14091.583333,6.7715491667,0.7971408333,103.91444583,,2.74375,6.7715491667,7.3782491667,1.2538433333,52.143333333,3.6660072243,37.881983222,,1,522.88928686,,2.0258807949,6.3122833334,1.331025,1.4284549186,2.096840235,,,1831.4541896,5.0500032482,3.6725011699,0.5434854653,,1,24.073358334,1215595,110.64083334,,,198.5,4406.67,164.36063633,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,5.587872,3.796667,,,,,,,3805,,,,,,,,,,,,,,,,4.2115,,,,,,,,,,,,,,,,3.8,,,3.812175,,,,,,,,,,,,3.7825,3.7975,,,,3.7625,,,4.07,,,,,,,,,,7.115833,8.830566,,,,,3.789167,6.314167,4.046142,,1.7405,,,,,,,,,,,,,,,3.303333,,,,,,,,,,,7.505833,,,,,,,,,,,,3.78075,,5.780325,,,,,4.076667,,,,,,,,,,5.231667,3.914667,,,,,6.976666,,,,,,,,,,,,,,4.411667,3.853333,,,7.9375,3.78425,,,,,3.704167,2.517083,,,,,,,,,,,,,,,,,,4.5025,,4.791667,,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,4.87756206943592,,,,,63.7980118542026,,,21.4943169725426,63.832043485084,,34.7063032769361,23.6397262342107,,,6.64440183178372,85.4766565107296,,,,74.8830937020574,,,,55.753494725866,,,23.4869366483126,,,,,44.0153612266919,,,,,5.22326842628803,12.3662495049976,56.8822503571261,,,,51.7344275373536,,,,171.375679850388,24.666200549968,,,32.9685308020855,,,20.6393629181375,32.3071507930427,103.689786935406,43.5665500493243,,,5.53550973654066,,,41.2228154314843,68.2636973472869,,,27.9581164797132,43.4870564847228,37.363818674231,,128.06278147961,,21.8766764664037,,,,,,36.8938605936332,,61.9044532040607,30128,41.0589580956948,37.3772471524633,,,20.3197610700458,,106.512730121503,,162.555157856023,,,43.370598775407,,,,,,,,,,,,,,,,42.1670806923601,,,,,,54.9435849715017,19.0739293408952,,,,,,65.557985724664,,,,,,48.7,,19938,111.255117032815,,84926,,12.4729749816283,,,,,60.9946801068448,,20.9337007144103,34,63.8423362794306,47.7593592225544,69.8359205512075,,,,19789,15.9783576586621,,,,,,,,,,,,,93.3509086880435,,,,,33.0218207446626,31.7445981037993,124.684723814043,,,,43.7796944970163,25.1950895332529,,,25.4889222203267,,,,,,,48791,51.1867509319757,,,,,,,43126,,63.4899732569235,56.427737218313,,,,,,29829,64641,,,,,,,,,,,
,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,49.4945975,99.870254481,73.276308333,,87.159141667,,2.7,2.9036575,457.68694063,,1.3094733333,0.80412,0.945421,1,376,64.327475,2,2153.82,0.80412,2,527.46814284,1,44.099975,,1.5727220196,5.1103544347,2.4343900362,,1.6643975,1.5741333333,527.46814284,1081.5771667,4092.5,527.46814284,1.2117633333,88.6703124,,,527.46814284,559.7675,8.1943166667,2320.8341767,395.60130816,527.46814284,,477.78674149,,5.9492369167,1,0.7929115374,23.957416667,,,5.99691,177721,2.7,30.409425,1,5.7788333333,1,527.46814284,15.367916667,12.583786586,,1.69105,0.80412,0.80412,527.46814284,28.575433333,1.812675,0.80412,0.9067664789,,0.80412,2.7,7.6339441667,3644.3333333,527.46814284,199875,40.44855,,18.832341667,,199.5825,62.981666667,44.099975,9704.7416667,,1472,0.80412,4.4877,0.80412,62.280714944,110.21821167,709,132.88,75.554109451,1.3094733333,292,41.011820506,,0.5647166667,1507.5,6.3593283333,1,,,2.774025,0.80412,,2003.0258333,118.41974167,3.7870916667,12.8,527.46814284,0.8054446593,1,265.52833333,29.496233333,10.897891667,1,,1205.2233333,0.80412,,8.8650083333,23.060965,,6.3593283333,,71.3675,0.80412,,1.4202734566,16.733329534,527.46814284,131.27433333,,6.4425,0.3845,59.514475,1,,1,3.1019498003,6177.9583333,3.2958416667,55.085491667,3.2354833333,0.80412,3.64,,,2.9136531667,28.284441667,557.82264078,2.7,2.7,2.7,2.7103367344,,,3.75,527.46814284,66.7138,5.5,2889.5875,1.6643975,1.0296172741,0.8041456685,7.5298730248,15251.25,6.3593283333,0.80412,100.49805167,,2.7316666667,6.3593283333,7.4730883333,1.2451766667,53.049166667,3.1165666667,40.220130208,,1,527.46705365,,1.9430362169,6.2995583333,1.2974333333,1.3435834579,2.058672644,,,1780.6613944,5.124729,3.6725051271,0.5499997807,,1,24.478574188,1106.1033333,109.24583335,,,195.08,3508.98,22.363635902,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,5.339973,3.386667,,,,,,,3365,,,,,,,,,,,,,,,,4.066833,,,,,6.049167,,,,,,,,,,,3.5425,,,3.403625,,,,,,,,,,,,3.350833,3.41,,,,3.353333,,,3585,,,,,,,,,,6.598333,8.636942,,,,,3.320833,6.361667,3.555422,,1.35475,,,,,,,,,,,,,,,2.413519,,,,,,,,,,,9.28,,,,,,,,,,,,3374,,5.87525,,,,,3.745833,,,,,,,,,,5.218333,3.437917,,,,,8.1075,,,,,,,,,,,,,,3.521667,3.806667,,,8.066667,3.386667,,,,,3.3825,2.0955,,,,,,,,,,,,,,,,,,4.413333,,4.29,,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,16.3361596589808,,,,,70.1957402211766,,,22.3583919452533,67.5006913743258,,,,,,6.57022058767027,89.262945846469,,,,79.5339816848092,,,,57.5934001993488,,,27.4674713809251,,,,,,,,,,7.92490486257928,12.8006757597915,53.6293641740848,,,,56.3173989066752,,,,180.566206081652,23.0096096937459,,,36.6661338534626,,,23.1013148470588,39.0903786010665,118.167572163417,48.3368238776632,,,5.86375299282032,,,43.9607696167796,72.633465361161,,,40.9235311608481,44.6249325660852,77.1714044542751,,134.472132441567,,21.262482013817,,,,,,54.3588298385297,,58.0555906747957,25391,43.5856231564039,42.8698365610657,,,23.5559104851281,,105.828733875656,,164.036461346247,,,51.8546780308271,,,,,,,,,,,,,,,,43.7692005857076,,,,,,57.0904460798066,21.775804272127,,,,,,68.6151162790698,,,,,,52.7,,22284,141.313016536997,,88.7,,17.1727102890197,,,,,66.1593158391045,,27.4066552388968,38.3966350997381,71.3666872396235,47.4514391315178,68.237174571169,,,,22.2186612576065,20.8606954930222,,,,,,,,,,,,,99.350762245856,,,,,35.2321694581536,35.1193672479511,114.455075035884,,,,47.8415980005981,28.1024754257771,,,27.1595258692474,,,,,,,52482,60.1331033799495,,,,,,,42.08,,62.7667241242839,64.7560963865926,,,,,,87897,58068,,,,,,,,,,,
,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,47.8453125,102.7800512,72.06065,,83.5413625,,2.7,2.9233008189,533.45083333,,1.3597525,0.805365,0.9826955,1,376,59.512658333,2,2160.2575,0.805365,2,528.28480931,1,45.316466667,,1.575157028,4.6928873903,2.9251194495,,1.6902283333,1.5751089167,528.28480931,1100.9,4016.25,528.28480931,1.3010191667,88.80759855,,,528.28480931,609.52916667,8.2768008333,2628.6129025,396.21380832,528.28480931,,437935,,6.0343406667,1,0.800651579,25.69975,,,5.9910566667,177721,2.7,42.11975,1,6.1962416667,1,528.28480931,13.7875,12.595563588,,1.733047834,0.805365,0.805365,528.28480931,30.030118277,1.91665,0.805365,0.8999787135,,0.805365,2.7,7.9464958333,2225025,528.28480931,198.3075,38.352033333,,18.206220714,,202.74583333,70.191666667,45.316466667,8938.85,,1453.4166667,0.805365,4.4819833333,0.805365,61.1972,108.19256917,709,136035,79.173876064,1.3597525,0.2947,42.649941667,,0.5402333333,1507.5,6.4596925,1,,,2.7805916667,0.805365,,1868.8578333,108.89750833,3.8,12.8,528.28480931,0.8028492429,1,257.19,27.498516667,11.285966667,1,,1185.2816667,0.805365,,8.8680166667,22.5813425,,6.4596925,,73.673596667,0.805365,,1.5086812708,15.937247316,528.28480931,132.888025,,6.7408333333,0.3845,58.257863333,1,,1,3.2225401037,5974.5775,3.413175,56.039916667,3.6576416667,0.805365,3.64,,,3.2636568333,28.813741667,577.44897458,2.7,2.7,2.7,2.7807234307,,,3.75,528.28480931,58.3814,5.5,2701.2966667,1.6902283333,0.8388224331,0.8027922064,7.4847439055,14886.166667,6.4596925,0.805365,101.1944575,,2.7335833333,6.4596925,7.3488866667,1.2434958333,51.613333333,2.9705083333,40.222414918,,1,528.28480931,,1.9715627931,6.2989916667,1.2454666667,1.42553725,2.112673797,,,1810.3047137,5.3191806667,3.6725,0.54618,,1,28.703733333,1014425,111.79,,,184.77583333,4778.8753864,5.0686617295,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,5.590775,4.151667,,,,,,,4.0625,,,,,,,,,,,,,,,,4584,,,,,,,,,,,,,,,,4.820833,,,4.304708,,,,,,,,,,,,4.109167,4.099167,,,,4.036667,,,4.255833,,,,,,,,,,8.291667,7.491667,,,,,4.061666,7.561666,4.258675,,1.492667,,,,,,,,,,,,,,,2.841264,,,,,,,,,,,7.743333,,,,,,,,,,,,4095,,6.065942,,,,,4.368333,,,,,,,,,,6.896667,4.143917,,,,,8.289166,,,,,,,,,,,,,,5.025833,4.684166,,,9.526667,4.103333,,,,,4425,2.740167,,,,,,,,,,,,,,,,,,4.883333,,4.274167,,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,42.5271176312058,,,,,126,,,22.5109157123781,66.6948350210558,,,34.4088057758315,,,,90.5597233841906,,,,76.583989132172,,,,60.4253769110417,,,41.5084887755281,,,,,,,,,,11.6262950456337,13.8843291922081,54.1005387279781,,,,60.5338674827465,,,,180.226605867555,20.9257123692873,,,44.7698099824033,,,21.6696727402735,44.5723633823701,118.129341191016,49.0850281359387,,,5.47374414195547,,,47.9141765069024,70.6347882775664,,,43.8362222436118,42.9243065992622,93.6238210832176,,128.084642075736,,21.7859421413872,,,,,,70.0459083507216,,55.7225390181308,34453,45.6633210664855,50.1476624968386,,,25.3833519076168,,103.811112159839,,162.074364031176,,,58.2592540770797,,,,,,,,,,,,,,,,45.6966383151073,,,,,,53.2167406049078,23.274530743261,,,,,,71.6204,,,,,,52.6,,23243,182.927500260101,,107301,,18.4019662176815,,,,,70.3614646848575,,43.927873001958,42.9930274597573,78.2493046361014,46.0096323099281,62.9572824506619,,,,29.882119205298,28.0943841949133,,,,,,,,,,,,,100.665174115933,,,,,36.3953646703025,37.9474509001929,117.067767128092,,,,47.8987902310279,28.0662148659995,,,29.2239091676376,,,,,,,53718,66.8095101444925,,,,,,,40234,,62.1770900784503,109.35175294591,,,,,,148591,,,,,,,,,,,,
,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
